sentence1,sentence2,label,idx,llama_predict,llama_prediction
Iran has yet to sign an additional protocol to the NPT treaty which would allow U.N. inspections at short notice .,"Iran has yet to sign an additional protocol to the Nuclear Non-Proliferation Treaty , which it signed in 1970 , that would allow IAEA inspections at short notice .",1,436,paraphrase,1
"They came despite what BA called a "" difficult quarter "" , which it said included unofficial industrial action at Heathrow .","BA said the second quarter , which included unofficial industrial action at Heathrow , had been difficult .",1,437,non-paraphrase,0
"In addition , the Justice Department said that the FBI has conducted ' ' fewer than 10 ' ' investigations involving visits to mosques .","In addition , "" fewer than 10 "" FBI offices have conducted investigations involving visits to Islamic mosques , the Justice Department said .",1,438,paraphrase,1
"He refused to reveal what percentage of flights carried sky marshals , or whether they would be increased .",He refused to say what percentage of domestic flights had security officers on board .,0,439,non-paraphrase,0
"Dean told reporters traveling on his 10-city "" Sleepless Summer "" tour that he considered campaigning in Texas a challenge .","Today , Dean ends his four-day , 10-city "" Sleepless Summer "" tour in Chicago and New York .",0,440,paraphrase,1
"The victim , whose name was not released , underwent surgery at the hospital .","The wounded doctor , whose name was withheld , underwent surgery at the hospital for three gunshot wounds .",0,441,paraphrase,1
"Those conversations had not taken place as of Tuesday night , according to an Oracle spokeswoman .","Those talks have not taken place , according to an Oracle spokeswoman .",1,442,paraphrase,1
"Other features include FileVault , which secures the contents of a home directory with 128-bit AES encryption on the fly .","A new feature dubbed FileVault , also new in Panther , secures the contents of a user 's home directory with 128-bit AES encryption .",1,443,non-paraphrase,0
An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel .,"According to an arrest warrant , Bryant , 24 , attacked a woman on June 30 .",1,444,paraphrase,1
"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday , but it turned out to be an animal bone , authorities said .","Investigators uncovered a 4-inch bone fragment Thursday night , but authorities said it was from an animal .",1,445,non-paraphrase,0
"After Saddam 's regime crumbled in early April , it had to wait for legal hurdles to be crossed before sales could resume .","After Saddam 's regime crumbled in early April , legal hurdles had to be cleared before sales could resume .",1,446,non-par.shader,0
The number of extremely obese adults -- those who are at least 100 pounds overweight -- has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",1,447,non-paraph,0
The research firm earlier had forecast an increase of 4.9 percent .,The firm had predicted earlier this year a 4.9 percent increase .,1,448,paraphrase,1
Investigators used a jackhammer and hand tools to conduct the search but halted work for several hours while waiting for the anthropologist to arrive from Indianapolis .,Investigators used a jackhammer and hand tools to conduct the search but halted it until an anthropologist arrived in the northwestern Indiana city from Indianapolis .,1,449,paraphrase,1
"Stripping out the extraordinary items , fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year .",Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier .,0,450,non-paraphrase,0
"The company will be able to start recording profits from HPS immediately , Perot Systems spokeswoman Mindy Brown said .","The company will begin adding to Perot Systems ' profits immediately , the company said .",1,451,paraphrase,1
"White House officials also deleted a reference to a 1999 study showing that global temperatures had risen sharply in the previous decade compared with the last 1,000 years .","The revised draft removed a reference to a 1999 study showing global temperatures had risen sharply in the past decade compared to the previous 1,000 years .",1,452,paraphrase,1
The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna 's daughter Tracy .,"Marissa Jaret Winokur , as Tracy , won for best actress in a musical .",1,453,non-paraphrase,0
"In January 2000 , notebooks represented less than 25 percent of sales volume .","That compares with January 2000 , when laptops represented less than 25 percent of sales volume , NPD said .",1,454,paraphrase,1
"Federal and local officials , including Bush , saw no apparent sign of terrorism .",Federal officials earlier said there is no evidence of terrorism .,1,455,paraphrase,1
"U.N. inspectors later said the documents were old and irrelevant -- some administrative material , some from a failed and well-known uranium-enrichment program of the 1980s .",They said some of the documents were administrative paper work and some about a failed and well-known uranium-enrichment program of the 1980s .,1,456,paraphrase,1
"Griffith , a Mount Airy native , now lives on the North Carolina coast in Manteo .","Griffith , 77 , grew up in Mount Airy and now lives in Manteo .",1,457,paraphrase,1
A divided Supreme Court ruled Monday that Congress can force the nation 's public libraries to equip computers with anti-pornography filters .,"The Supreme Court said Monday the government can require public libraries to equip computers with anti-pornography filters , rejecting librarians ' complaints that the law amounts to censorship .",0,458,paraphrase,1
"It will also delay the retirement of Mr Wightwick , 62 , who agreed to stay on until the deal was completed and Buhrmann bedded down in PaperlinX .","It will delay the retirement of Mr Wightwick , 62 , who agreed to stay on until Buhrmann is bedded down inside PaperlinX .",1,459,paraphrase,1
"OS ANGELES - ' ' The Hulk ' ' was a monster at the box office in its debut weekend , taking in a June opening record of $ 62.6 million .",""" The Hulk "" took in $ 62.6 million at the box office , a monster opening and a new June record .",1,460,non-paraphrase,0
"Their leader , Abu Bakr al-Azdi , turned himself in in June ; his deputy was killed in a recent shootout with Saudi forces .","Their leader , Abu Bakr al-Azdi , surrendered in June ; his deputy was killed in a shoot-out with Saudi forces recently .",1,461,non-paraphrase,0
Several current and former ferry officers have said the rules were routinely ignored and seldom enforced .,Some current and former ferry employees have said those rules were often ignored .,1,462,paraphrase,1
""" Further testing is still under way , but at this stage , given the early detection , the outlook in such instances would be positive , "" the specialist said yesterday .",""" But at this stage , given the early detection , the outlook in such instances would be positive , "" he said .",0,463,paraphrase,1
"It will also help reform the Royal Solomon Islands Police , strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation .","The intervention force will confiscate weapons , reform the police , strengthen the courts and prison system and protect key institutions such as the Finance Ministry .",0,464,paraphrase,1
"The Bishop of Armidale , Peter Brain , was forthright .",""" He hasn 't got much choice , "" said the Bishop of Armidale , Peter Brain .",0,465,non-paraphrase,0
"Heavy weekend rain and runoff from heavy snowmelt sent a mountain creek on a rampage , washing out a culvert and opening the sinkhole in I-70 east of Vail .","Rain and runoff from heavy snow sent a mountain creek on a rampage , washing out a culvert and opening a 22-foot-wide sinkhole in Interstate 70 east of Vail .",1,466,non-paraphrase,0
"Spinal Concepts , launched in 1996 , makes orthopedic medical devices used during spinal fusion surgical procedures .",Spinal Concepts makes spinal fixation products used during spinal fusion surgery .,1,467,non-paraphrase,0
The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert .,The spacecraft is scheduled to blast off between next Wednesday and Friday from a launching site in the Gobi Desert .,1,468,non-paraphrase,0
State Republican Chairman Kris Warner said the GOP would not shy away from referring to Wise 's problems in the 2004 gubernatorial campaign .,State GOP Chairman Kris Warner said the GOP would not shy away in 2004 from referring to Wise 's problems .,1,469,paraphrase,1
"The others were given copies of "" Dr. Atkins ' New Diet Revolution "" and told to follow it .","The researchers gave copies of "" Dr. Atkins ' New Diet Revolution "" to the carb-cutters .",0,470,paraphrase,1
"Druce is still being held at the prison and is now in isolation , she said .",Druce last night was held in isolation at the same prison .,1,471,paraphrase,1
NBC also announced it has struck a deal to keep ER on the air for three more seasons .,NBC also announced that it has extended its deal with Warner Brothers Television to keep ER on the air for at least three more seasons .,1,472,non-paraphrase,0
"Also weighing on the market was news that General Motors GM.N planned to issue $ 10 billion in debt , in part to plug a hole in its pension plan .","Also hurting was news General Motors GM.N was to issue $ 10 billion in debt , in part to plug a hole in its pension plan .",1,473,paraphrase,1
"In court , she briefly waved to courtroom sketch artists seated in the jury box and quietly made notes in a spiral-bound notebook .",Stewart waved to courtroom sketch artists seated in the jury box and took notes in a spiral-bound notebook during the hearing .,1,474,non-paraphrase,0
"On Sunday , a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded .","On Sunday , a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq .",1,475,non-paraphrase,0
The new research will be published soon in the Proceedings of the National Academy of Sciences .,It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences .,1,476,paraphrase,1
""" These allegations are completely out of character of the Kobe Bryant we know , "" the statement read .",""" These allegations are completely out of character of the Kobe Bryant we know , "" Lakers general manager Mitch Kupchak said .",1,477,paraphrase,1
"Jackson 's visit came after a relatively peaceful night in Benton Harbor , which sits in southwestern Michigan about 100 miles northeast of Chicago .","Jackson 's visit followed a relatively peaceful night Thursday in Benton Harbor , about 100 miles northeast of Chicago .",1,478,non-paraphrase,0
The attacks came as Mr Sharon faced down the hardline central committee of his Likud party in Jerusalem .,News of the Hebron incident filtered out as Mr Sharon was facing the hardline central committee of his Likud Party in Jerusalem .,1,479,non-paraphrase,0
"The third appointment was to a new job , executive vice president and chief staff officer .","Bruce N. Hawthorne , 53 , was named executive vice president and chief staff officer .",0,480,paraphrase,1
"The hearing occurred a day after the Pentagon for the first time singled out an officer , Dallager , for not addressing the scandal .",The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal .,1,481,non-paraphrase,0
"SARS went on to claim the lives of 44 people in the Toronto area , including two nurses and a doctor .","The virus killed 44 people in the Toronto area , including one doctor and two nurses .",1,482,paraphrase,1
"The World Health Organization — another Lilly partner , along with the Centers for Disease Control and Prevention and Purdue University — has declared TB a global emergency .",The World Health Organization -- which is participating in the initiative along with the Centers for Disease Control and Prevention and Purdue University -- has declared TB a global emergency .,1,483,paraphrase,1
Five Jordanian embassy staff were wounded but were in stable condition .,Some media reported that Jordanian embassy staff were killed in the attack .,0,484,non-paraphrase,0
This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence .,"Later this year , the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions .",1,485,non-paraphrase,0
U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions .,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions , U.S. District Judge Edmund Sargus ruled Thursday .",1,486,non-paraphrase,0
""" The case has been ready to go for some time , "" said FBI Special Agent Craig Dahle in Birmingham .",""" The case has been ready to go for some time , "" said Dahle , a spokesman for the Birmingham office .",1,487,"paraphrase

δας",1
""" One can say that the euro at the moment is about at the level which better reflects the fundamentals , "" he said .",""" The euro at the moment is at a level that better reflects the fundamentals , "" the ECB president said .",1,488,paraphrase,1
Thats why the Americans with all their technology cant find him .,"That 's why the Americans - with all their technology - can 't find him . """,1,489,paraphrase,1
U.S. District Judge William Steele set a hearing tomorrow on the lawsuit .,U.S. District Judge William Steele has set the hearing on the suit for Wednesday .,1,490,paraphrase,1
Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday .,"Mr. Mills declined to comment yesterday , saying that he never discussed personnel matters .",1,491,paraphrase,1
"We 're electing a president of the United States , not a staff . """,""" We are electing a president of the United States , not a staff , "" Kerry said .",1,492,paraphrase,1
"The router will be available in the first quarter of 2004 and will cost around $ 200 , the company said .","Netgear prices the WGT634U Super Wireless Media Router , which will be available in the first quarter of 2004 , at under $ 200 .",1,493,paraphrase,1
"The nation 's median household income , adjusted for inflation , declined 1.1 percent , to $ 42,409 in 2002 , the Census Bureau reported Friday .","The number of Americans living in poverty increased by 1.7 million last year , and the median household income declined by 1.1 percent , the Census Bureau reported yesterday .",0,494,paraphrase,1
The picture changes a bit should Sen. Hillary Rodham Clinton be the Democratic presidential candidate .,The picture changes slightly should New York Sen. Hillary Rodham Clinton end up as the Democratic presidential candidate .,1,495,paraphrase,1
Bremer said one initiative is to launch a $ 70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects .,"Bremer said he would launch a $ 70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects , but gave no details .",1,496,non-paraphrase,0
"Her lawyers filed a lawsuit against the Dallas County district attorney , Henry Wade , challenging Texas 's abortion laws .","In 1969 , Ms. McCorvey 's attorneys filed suit against Dallas County District Attorney Henry Wade challenging the state 's abortion laws .",1,497,both sentences are paraph,1
"Police said the suspected Marriott suicide bomber was Asmar Latin Sani , 28 , from the island of Sumatra .","A sibling also identified Sani , 28 , who was from the island of Sumatra , police said .",0,498,non-paraphrase,0
"Both were a few metres apart , Mr Laczynski pressing against the metal fence dividing court officials from the crowd .","Separated by a few metres , Mr Laczynski pressed against the metal fence which divides court officials from the crowd .",1,499,paraphrase,1
