,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair
3455,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,""" But success requires more than American assistance , "" Bush said in the first speech to a joint session of Philippine Congress by a U.S. president since Dwight Eisenhower in 1960 .",0,3846,president bush on saturday became the first american president to address a joint session of the philippine national congress since dwight eisenhower in 1960 .,""" but success requires more than american assistance , "" bush said in the first speech to a joint session of philippine congress by a u.s. president since dwight eisenhower in 1960 .",True
3456,"Allied forces have overthrown the government , moved into Saddam Hussein 's palaces and started to patrol the streets of the capital .","Allied forces have defeated Saddam 's military , moved into his palaces and started to patrol Baghdad .",1,3847,"allied forces have overthrown the government , moved into saddam hussein 's palaces and started to patrol the streets of the capital .","allied forces have defeated saddam 's military , moved into his palaces and started to patrol baghdad .",True
3457,"They went into the operations of their own free will , "" their father Dadollah Bijani said .","They went into the operation on their own free will , ' Reuters quoted their father , Mr Dadollah Bijani , as saying .",1,3848,"they went into the operations of their own free will , "" their father dadollah bijani said .","they went into the operation on their own free will , ' reuters quoted their father , mr dadollah bijani , as saying .",True
3458,The yield on the 3 5 / 8 percent February 2013 note dropped 2 basis points to 3.66 percent .,The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,1,3849,the yield on the 3 5 8 percent february 2013 note dropped 2 basis points to 3.66 percent .,the yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,True
3459,""" Imagine that in someone 's fucking brain , "" Klebold said .","Imagine , one said , what a bullet would do in someone 's brain .",1,3850,""" imagine that in someone 's fucking brain , "" klebold said .","imagine , one said , what a bullet would do in someone 's brain .",True
3460,""" Approximately 60 per cent of all national advertisers do not yet advertise in Spanish , "" he said .",""" Approximately 60 percent of all national advertisers do not yet advertise in Spanish . """,1,3851,""" approximately 60 per cent of all national advertisers do not yet advertise in spanish , "" he said .",""" approximately 60 percent of all national advertisers do not yet advertise in spanish . """,True
3461,Previously he had seen the grinning mechanic from east Java only on television .,"Mr Hughes had seen Amrozi 's face on television , the infamous images of the grinning mechanic from east Java .",1,3852,previously he had seen the grinning mechanic from east java only on television .,"mr hughes had seen amrozi 's face on television , the infamous images of the grinning mechanic from east java .",True
3462,"As part of the agreement to extradite the two best friends from Canada , prosecutors agreed not to seek the death penalty .","As part of a 2001 agreement to extradite them from Canada , prosecutors agreed not to seek the death penalty .",1,3853,"as part of the agreement to extradite the two best friends from canada , prosecutors agreed not to seek the death penalty .","as part of a 2001 agreement to extradite them from canada , prosecutors agreed not to seek the death penalty .",True
3463,MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .,The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .,1,3854,mysql ab on tuesday announced that it had ported its opensource database to the hpux operating system on the 64bit intel itanium 2 processor .,the company updated the mysql 4.0 software with the ability to run on the hpux 11i unix operating system and linux on servers equipped with intel 's 64bit itanium 2 processor .,True
3464,"The technology-laced Nasdaq Composite Index .IXIC edged up 2.84 points , or 0.18 percent , at 1,593.59 .","The broader Standard & Poor 's 500 Index .SPX added 1.14 points , or 0.12 percent , at 968.14 .",0,3855,"the technologylaced nasdaq composite index .ixic edged up 2.84 points , or 0.18 percent , at 1,593.59 .","the broader standard poor 's 500 index .spx added 1.14 points , or 0.12 percent , at 968.14 .",True
3465,""" The question that has to be penetrated is , how did 38 visits over 2 years not rescue these children from slow torture and starvation ? """,""" The question that has to be penetrated is how did 38 visits over two years not rescue these children from slow torture and starvation , "" Ryan said in an interview .",1,3856,""" the question that has to be penetrated is , how did 38 visits over 2 years not rescue these children from slow torture and starvation ? """,""" the question that has to be penetrated is how did 38 visits over two years not rescue these children from slow torture and starvation , "" ryan said in an interview .",True
3466,"Cindy Cohn , legal director for the Electronic Frontier Foundation , said that portion of the DMCA gives too much leeway to copyright holders .","Cindy Cohn , legal director for the Electronic Frontier Foundation , said Monday that section 512 hands too much power to copyright holders .",1,3857,"cindy cohn , legal director for the electronic frontier foundation , said that portion of the dmca gives too much leeway to copyright holders .","cindy cohn , legal director for the electronic frontier foundation , said monday that section 512 hands too much power to copyright holders .",True
3467,"The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux .","It supports the Windows CE , Palm , Symbian , and Linux operating systems .",1,3858,"the s3c2440 cpu supports major operating systems including microsoft windows ce pocket pc , palm os , symbian , and linux .","it supports the windows ce , palm , symbian , and linux operating systems .",True
3468,The transaction will expand the revenue from Callebaut 's consumer products business to 45 percent of total sales from 23 percent .,The transaction will expand Callebaut 's sales revenues from its consumer products business to 45 percent from 23 percent .,1,3859,the transaction will expand the revenue from callebaut 's consumer products business to 45 percent of total sales from 23 percent .,the transaction will expand callebaut 's sales revenues from its consumer products business to 45 percent from 23 percent .,True
3469,"Meanwhile , law enforcement officials in Palm Beach County , Fla . , where Limbaugh owns a $ 24 million mansion , said his drug use is under investigation .","A law enforcement source in Palm Beach County , where Limbaugh owns a $ 24 million oceanfront mansion , said last week that Limbaugh 's drug use is still under investigation .",1,3860,"meanwhile , law enforcement officials in palm beach county , fla . , where limbaugh owns a 24 million mansion , said his drug use is under investigation .","a law enforcement source in palm beach county , where limbaugh owns a 24 million oceanfront mansion , said last week that limbaugh 's drug use is still under investigation .",True
3470,"State Rep. Ron Wilson , D-Houston , joined committee Republicans in voting for the map .","State Rep. Ron Wilson , a Houston Democrat , joined nine Republicans in approving the bill Saturday .",1,3861,"state rep. ron wilson , dhouston , joined committee republicans in voting for the map .","state rep. ron wilson , a houston democrat , joined nine republicans in approving the bill saturday .",True
3471,"State unemployment last month stood at 6.4 percent , down from a revised 6.7 percent in August .","The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .",1,3862,"state unemployment last month stood at 6.4 percent , down from a revised 6.7 percent in august .","the statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in august .",True
3472,"The three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open .","The supermarket chains have used managers and replacement workers to keep their stores open , often at reduced hours .",0,3863,"the three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open .","the supermarket chains have used managers and replacement workers to keep their stores open , often at reduced hours .",True
3473,"Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways , officials said .","Some people trapped in a burning high-rise building in Chicago 's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways , officials said .",1,3864,"government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smokefilled staircases and hallways , officials said .","some people trapped in a burning highrise building in chicago 's loop business district frantically dialed 911 for help in escaping the smokefilled staircases and hallways , officials said .",True
3474,"Because of the distance between the two chambers , the eventual conference between House and Senate tax writers promises to be intense and possibly rocky .","The eventual conference between House and Senate tax writers promises to be intense and possibly rocky , even though all the principals will be Republicans .",0,3865,"because of the distance between the two chambers , the eventual conference between house and senate tax writers promises to be intense and possibly rocky .","the eventual conference between house and senate tax writers promises to be intense and possibly rocky , even though all the principals will be republicans .",True
3475,"Their groundbreaking contributions commercialize technologies , create jobs , improve productivity and stimulate the nation 's growth and development . """,""" Their groundbreaking contributions commercialise technologies , create jobs , improve productivity and stimulate the nation 's growth and development , "" it said .",1,3866,"their groundbreaking contributions commercialize technologies , create jobs , improve productivity and stimulate the nation 's growth and development . """,""" their groundbreaking contributions commercialise technologies , create jobs , improve productivity and stimulate the nation 's growth and development , "" it said .",True
3476,"Oak Brook , IL-based McDonalds is expected to launch several hundred restaurants by year 's end .",The company 's goal is to offer wireless service at several hundred restaurants by year 's end .,0,3867,"oak brook , ilbased mcdonalds is expected to launch several hundred restaurants by year 's end .",the company 's goal is to offer wireless service at several hundred restaurants by year 's end .,True
3477,"The dividend , the company 's second this calendar year , is payable Nov. 7 to shareholders of record at the close of business Oct. 17 .","In a statement , Microsoft said the dividend is payable Nov. 7 to shareholders of record on Oct. 17 .",1,3869,"the dividend , the company 's second this calendar year , is payable nov. 7 to shareholders of record at the close of business oct. 17 .","in a statement , microsoft said the dividend is payable nov. 7 to shareholders of record on oct. 17 .",True
3478,Mr. Hampton had been living at a residence for AIDS patients in Beth Israel Hospital .,"Hampton , 39 , died in Beth Israel Hospital , Tipograph said .",0,3870,mr. hampton had been living at a residence for aids patients in beth israel hospital .,"hampton , 39 , died in beth israel hospital , tipograph said .",True
3479,"Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .",The Davis administration says the state is operating for the first time completely on borrowed money .,0,3871,"already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .",the davis administration says the state is operating for the first time completely on borrowed money .,True
3480,"Testing of the swimsuit at a state police lab and at a private lab in Virginia had not yet been able determine whether it belonged to Bish , Conte said .","Testing at a Massachusetts State Police lab and a private Virginia lab has not been able to determine whether the swimsuit belonged to Bish , Conte said yesterday .",1,3872,"testing of the swimsuit at a state police lab and at a private lab in virginia had not yet been able determine whether it belonged to bish , conte said .","testing at a massachusetts state police lab and a private virginia lab has not been able to determine whether the swimsuit belonged to bish , conte said yesterday .",True
3481,"Under the final tax bill , most dividends and capital gains would be taxed at 15 per cent until the end of 2008 .","Under the compromise , most dividends and capital gains would be taxed at 15 percent through 2008 .",1,3873,"under the final tax bill , most dividends and capital gains would be taxed at 15 per cent until the end of 2008 .","under the compromise , most dividends and capital gains would be taxed at 15 percent through 2008 .",True
3482,"A grassy field and asphalt island , topped with an ATM , sit where Orville Wright once developed a split airplane wing , tinkered with cars and even built toys .","Orville Wright 's laboratory was once there - where he developed a split airplane wing , tinkered with cars and even built toys .",1,3874,"a grassy field and asphalt island , topped with an atm , sit where orville wright once developed a split airplane wing , tinkered with cars and even built toys .","orville wright 's laboratory was once there where he developed a split airplane wing , tinkered with cars and even built toys .",True
3483,"Shares of GE were slipping 17 cents , or 0.6 % , to $ 28.02 in Instinet premarket trading .",Shares in GE were down 7 cents to $ 28.12 by the close of trading in New York .,0,3875,"shares of ge were slipping 17 cents , or 0.6 , to 28.02 in instinet premarket trading .",shares in ge were down 7 cents to 28.12 by the close of trading in new york .,True
3484,"The presiding bishop of the Episcopal Church , Frank T. Griswold III , declined , through a spokesman , to comment on the development Saturday .","The presiding bishop of the Episcopal church , Frank Griswold , declined to comment on Saturday 's development .",1,3877,"the presiding bishop of the episcopal church , frank t. griswold iii , declined , through a spokesman , to comment on the development saturday .","the presiding bishop of the episcopal church , frank griswold , declined to comment on saturday 's development .",True
3485,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .",1,3878,"iac 's stock closed yesterday down 2.81 , or 7.6 percent , at 34.19 .","interactivecorp 's shares closed at 34.19 , down 2.81 , or 7.6 percent on the nasdaq stock market .",True
3486,Memories also live on of the bloody debacle in Somalia 10 years ago -- the last major US military involvement in Africa .,Memories also live on of a bloody debacle in Somalia a decade ago -- the last major U.S. military involvement in Africa .,1,3879,memories also live on of the bloody debacle in somalia 10 years ago the last major us military involvement in africa .,memories also live on of a bloody debacle in somalia a decade ago the last major u.s. military involvement in africa .,True
3487,"He faces up to 10 years in prison and a $ 250,000 fine if convicted .","If convicted , Parson faces up to 10 years in federal prison and a fine of up to $ 250,000 .",1,3880,"he faces up to 10 years in prison and a 250,000 fine if convicted .","if convicted , parson faces up to 10 years in federal prison and a fine of up to 250,000 .",True
3488,"At 5 p.m. EDT , Henri had maximum sustained winds near 50 mph , with some gusts reaching 60 mph .","At 8 p.m. Friday , Henri was becoming disorganized , but still had maximum sustained winds near 50 mph , with stronger gusts .",0,3881,"at 5 p.m. edt , henri had maximum sustained winds near 50 mph , with some gusts reaching 60 mph .","at 8 p.m. friday , henri was becoming disorganized , but still had maximum sustained winds near 50 mph , with stronger gusts .",True
3489,""" It 's a huge black eye , "" said publisher Arthur Ochs Sulzberger Jr . , whose family has controlled the paper since 1896 .",""" It 's a huge black eye , "" Arthur Sulzberger , the newspaper 's publisher , said of the scandal .",0,3882,""" it 's a huge black eye , "" said publisher arthur ochs sulzberger jr . , whose family has controlled the paper since 1896 .",""" it 's a huge black eye , "" arthur sulzberger , the newspaper 's publisher , said of the scandal .",True
3490,"The industry is working with the FDA "" to get firm answers and not just speculation , "" he told Reuters Health .","Companies are working with the FDA and academics "" to try and get some firm answers and not just speculation , "" Jarman said .",1,3883,"the industry is working with the fda "" to get firm answers and not just speculation , "" he told reuters health .","companies are working with the fda and academics "" to try and get some firm answers and not just speculation , "" jarman said .",True
3491,It would have been the first time in Texas history that the comptroller had not certified the budget .,Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act .,1,3884,it would have been the first time in texas history that the comptroller had not certified the budget .,strayhorn said it was the first time in texas history a comptroller had not certified the appropriations act .,True
3492,Sales at Ford fell 0.1 percent while sales at DaimlerChrysler rose 7 percent .,"Truck sales for the world 's No. 2 automaker dropped 4.1 percent , while its car sales dropped 13.7 percent .",0,3885,sales at ford fell 0.1 percent while sales at daimlerchrysler rose 7 percent .,"truck sales for the world 's no. 2 automaker dropped 4.1 percent , while its car sales dropped 13.7 percent .",True
3493,"The rate of survival without serious brain damage is about 10 per cent , said Dr Leo Bossaert , executive director of the European Resuscitation Council .","The rate of survival without serious brain damage is about 10 percent , said Bossaert , a professor at the University Hospital in Antwerp , Belgium .",1,3886,"the rate of survival without serious brain damage is about 10 per cent , said dr leo bossaert , executive director of the european resuscitation council .","the rate of survival without serious brain damage is about 10 percent , said bossaert , a professor at the university hospital in antwerp , belgium .",True
3494,GREAT train robber Ronnie Biggs was fighting for life last night after a massive heart attack .,Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia .,0,3888,great train robber ronnie biggs was fighting for life last night after a massive heart attack .,great train robber ronnie biggs was back in jail tonight after being treated in hospital for pneumonia .,True
3495,Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector .,"After talks , Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry .",1,3890,russian and saudi officials on monday signed a fiveyear agreement on cooperation in the oil and gas sector .,"after talks , russian and saudi energy ministers signed a fiveyear agreement on cooperation in the oil and gas industry .",True
3496,A judge stayed an injunction against RIM that would have prevented it from selling the Blackberry device and services in the United States .,NTP also said it would seek an injunction preventing RIM from selling the BlackBerry in the United States .,0,3891,a judge stayed an injunction against rim that would have prevented it from selling the blackberry device and services in the united states .,ntp also said it would seek an injunction preventing rim from selling the blackberry in the united states .,True
3497,"Imam Samudra , 32 , is accused of being the "" field commander "" of the October 12 attacks that killed 202 people , mostly tourists .","Imam Samudra is charged with playing a key role in the planning and execution of the Oct. 12 attacks , that killed 202 people , mostly foreign tourists .",1,3892,"imam samudra , 32 , is accused of being the "" field commander "" of the october 12 attacks that killed 202 people , mostly tourists .","imam samudra is charged with playing a key role in the planning and execution of the oct. 12 attacks , that killed 202 people , mostly foreign tourists .",True
3498,This is just the latest movement in a continuing trend towards open source support of business applications .,This is just the latest movement in a continuing trend toward open-source support among business application vendors .,1,3893,this is just the latest movement in a continuing trend towards open source support of business applications .,this is just the latest movement in a continuing trend toward opensource support among business application vendors .,True
3499,"Dusenbery 's fiancee , Jessica Wheat , said he was considering settling down in Fort Campbell and making the Army his career .","Jessica Wheat , who said she and Dusenbery were planning to marry , said Dusenbery was considering settling down in Fort Campbell and making the Army his career .",1,3894,"dusenbery 's fiancee , jessica wheat , said he was considering settling down in fort campbell and making the army his career .","jessica wheat , who said she and dusenbery were planning to marry , said dusenbery was considering settling down in fort campbell and making the army his career .",True
3500,"Jack Ferry , company spokesman , said that a search is in progress but would not comment on its status .",Company spokesman Jack Ferry said a search is ongoing but declined comment on its status .,1,3895,"jack ferry , company spokesman , said that a search is in progress but would not comment on its status .",company spokesman jack ferry said a search is ongoing but declined comment on its status .,True
3501,Three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .,"At 1800 GMT , the Federal Reserve issues its Beige Book summary of U.S. economic conditions .",0,3896,three federal reserve speakers and the fed 's anecdotal summary of u.s. economic conditions could help firm expectations .,"at 1800 gmt , the federal reserve issues its beige book summary of u.s. economic conditions .",True
3502,The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,0,3897,the u.n. office of the humanitarian coordinator for iraq last week reported that cases of diarrhea have tripled in baghdad .,children get sick from drinking the water the united nations office of the humanitarian coordinator for iraq last week reported that cases of diarrhea have tripled in baghdad .,True
3503,"Billy Hodge , 11 , is engrossed with the Harry Potter series books .","Indeed , the Harry Potter series stands in a class by itself .",0,3898,"billy hodge , 11 , is engrossed with the harry potter series books .","indeed , the harry potter series stands in a class by itself .",True
3504,"Mr Eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" .",""" The future of BA is in the hands of the negotiators , "" Eddington told British Broadcasting Corp. television on Sunday .",1,3899,"mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" .",""" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",True
3505,"Selling it symbolically writes a finish to that chapter in the administration of our city schools . """,""" Selling it symbolically writes ' Finish ' to that chapter in the administration of our city 's schools , "" he said .",1,3900,"selling it symbolically writes a finish to that chapter in the administration of our city schools . """,""" selling it symbolically writes ' finish ' to that chapter in the administration of our city 's schools , "" he said .",True
3506,"The SIA said chip sales were expect to rise 16.8 percent to $ 180.9bn next year , followed by a 5.8 in 2005 .","The SIA forecast that chip sales next year will rise 16.8 percent to $ 180.9 billion , followed by a 5.8 percent increase to $ 191.5 billion in 2005 .",1,3901,"the sia said chip sales were expect to rise 16.8 percent to 180.9bn next year , followed by a 5.8 in 2005 .","the sia forecast that chip sales next year will rise 16.8 percent to 180.9 billion , followed by a 5.8 percent increase to 191.5 billion in 2005 .",True
3507,Peterson has been charged with two counts of murder in the deaths of his wife and son .,"Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .",1,3902,peterson has been charged with two counts of murder in the deaths of his wife and son .,"peterson , 31 , is now charged with murder in the deaths of his 27yearold wife and their unborn son .",True
3508,"U.S. stocks fell , led by computer-related shares , after network-equipment maker Cisco Systems Inc. said sales will be unchanged this quarter .","U.S. stocks fell after Cisco Systems Inc . , the world 's biggest maker of networking-equipment , forecast that sales will be unchanged this quarter .",1,3903,"u.s. stocks fell , led by computerrelated shares , after networkequipment maker cisco systems inc. said sales will be unchanged this quarter .","u.s. stocks fell after cisco systems inc . , the world 's biggest maker of networkingequipment , forecast that sales will be unchanged this quarter .",True
3509,"Mr. Dewhurst has called for a "" cooling period "" between special sessions , which could give the Democrats some time at home .","Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home .",1,3904,"mr. dewhurst has called for a "" cooling period "" between special sessions , which could give the democrats some time at home .","mr. dewhurst has suggested a coolingoff period , which could give the senators time to go home .",True
3510,"Mr. Weingarten said that he expected Mr. Ebbers , who turned 62 yesterday , to be fully exonerated at trial .",Mr. Ebbers ' attorney Reid Weingarten said he expects Mr. Ebbers to be exonerated .,1,3905,"mr. weingarten said that he expected mr. ebbers , who turned 62 yesterday , to be fully exonerated at trial .",mr. ebbers ' attorney reid weingarten said he expects mr. ebbers to be exonerated .,True
3511,The four fund companies named by Spitzer each said they 're cooperating with his investigation .,All the fund companies have said they are cooperating with Spitzer 's probe .,1,3906,the four fund companies named by spitzer each said they 're cooperating with his investigation .,all the fund companies have said they are cooperating with spitzer 's probe .,True
3512,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows .,The artists say the plan will harm French culture and punish those who need help most - performers who have a hard time lining up work .,0,3907,artists are worried the plan would harm those who need help most performers who have a difficult time lining up shows .,the artists say the plan will harm french culture and punish those who need help most performers who have a hard time lining up work .,True
3513,Now Infogrames has decided to change its name to Atari .,Infogrames is to change its name to Atari when NASDAQ opens for trading tomorrow .,0,3908,now infogrames has decided to change its name to atari .,infogrames is to change its name to atari when nasdaq opens for trading tomorrow .,True
3514,"At 10 p.m. , Odette was centered about 295 miles south-southeast of Kingston , Jamaica , and was moving northeast near 8 mph .","At 10 p.m. Thursday , Odette was about 295 miles south-southeast of Kingston , Jamaica and about 900 miles south-southeast of Palm Beach .",0,3909,"at 10 p.m. , odette was centered about 295 miles southsoutheast of kingston , jamaica , and was moving northeast near 8 mph .","at 10 p.m. thursday , odette was about 295 miles southsoutheast of kingston , jamaica and about 900 miles southsoutheast of palm beach .",True
3515,"AMC has since asked the experienced Fluor company of the US to produce a detailed costing of the project , but the report is still two weeks away .",AustMag has since asked the experienced US company Fluor to produce a detailed costing of the project but the report is still two weeks away .,1,3910,"amc has since asked the experienced fluor company of the us to produce a detailed costing of the project , but the report is still two weeks away .",austmag has since asked the experienced us company fluor to produce a detailed costing of the project but the report is still two weeks away .,True
3516,The researchers found only empty cavities and scar tissue where the tumors had been .,"No tumors were detected ; rather , empty cavities and scar tissue were found in their place .",1,3911,the researchers found only empty cavities and scar tissue where the tumors had been .,"no tumors were detected rather , empty cavities and scar tissue were found in their place .",True
3517,"The House has already approved the measure , and Congress twice sent similar legislation to President Clinton , who vetoed it .","Congress twice sent similar legislation to former President Bill Clinton , who vetoed it .",0,3912,"the house has already approved the measure , and congress twice sent similar legislation to president clinton , who vetoed it .","congress twice sent similar legislation to former president bill clinton , who vetoed it .",True
3518,Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .,He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .,1,3913,mr. bush has credited the dallas pastor with helping to inspire the idea of using federal dollars to fund faithbased programs .,he has credited dr. evans with helping to inspire the idea of federal financing for faithbased programs .,True
3519,"Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug-of-war with their son-in-law , declined to comment on the case .","Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing .",0,3914,"attorney patricia anderson , who represents the schindlers in the courtroom tugofwar with their soninlaw , declined to comment on the case .","pat anderson , the lawyer representing the schindlers , declined to comment on the filing .",True
3520,"The court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .","The court Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .",1,3915,"the court today reversed the decision of that court , the united states court of appeals for the ninth circuit .","the court monday reversed the decision of that court , the 9th u.s. circuit court of appeals .",True
3521,""" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said .",""" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division .",0,3916,""" hightech scam artists who think they can hijack the internet should think again , "" ashcroft said .",""" hightech scam artists who think they can hijack the internet should think again , "" said assistant attorney general michael chertoff of the criminal division .",True
3522,"Those systems typically combine institutional and community-based care and are financed by a combination of state , federal , and private dollars .","Those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .",1,3917,"those systems typically combine institutional and communitybased care and are financed by a combination of state , federal , and private dollars .","those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .",True
3523,"A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m. , with his hands still taped together but his feet free .","A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday , with his feet free but his hands still taped .",1,3918,"a passerby found ben hiding along a dirt road in spanish fork canyon about 7 p.m. , with his hands still taped together but his feet free .","a passerby found the boy hiding along a dirt road in spanish fork canyon about 7 p.m. thursday , with his feet free but his hands still taped .",True
3524,"The companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at year-end .","The companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",1,3919,"the companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at yearend .","the companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",True
3525,"Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase , who won democratic elections in September 2001 .","The Fijian military installed an all-indigenous government led by Mr Qarase , who won democratic elections in September 2001 .",0,3920,"chaudhry was released 56 days later and the fiji military installed an allindigenous government led by qarase , who won democratic elections in september 2001 .","the fijian military installed an allindigenous government led by mr qarase , who won democratic elections in september 2001 .",True
3526,"Russia had closed checkpoints on parts of the border with China and Mongolia until June 4 , Itar-Tass news agency said .","Russia has closed dozens of checkpoints on the border with China and Mongolia , which has also reported SARS cases , until June 4 , Itar-Tass news agency said .",0,3921,"russia had closed checkpoints on parts of the border with china and mongolia until june 4 , itartass news agency said .","russia has closed dozens of checkpoints on the border with china and mongolia , which has also reported sars cases , until june 4 , itartass news agency said .",True
3527,"Nonetheless , the open-source guru insisted , "" This attack was wrong , and it was dangerous to our goals . """,""" This attack was wrong , and it was dangerous to our goals , "" Raymond said .",1,3923,"nonetheless , the opensource guru insisted , "" this attack was wrong , and it was dangerous to our goals . """,""" this attack was wrong , and it was dangerous to our goals , "" raymond said .",True
3528,"The U.S. military on Dec. 2 began a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country , where Taliban activity has been highest .","Since Dec. 2 the U.S. military has been engaged in a large-scale sweep , dubbed Operation Avalanche , targeting the south and east of the country .",0,3924,"the u.s. military on dec. 2 began a largescale sweep , dubbed operation avalanche , targeting the south and east of the country , where taliban activity has been highest .","since dec. 2 the u.s. military has been engaged in a largescale sweep , dubbed operation avalanche , targeting the south and east of the country .",True
3529,"Britz earned $ 3.77 million in salary , bonus and other compensation , and Kinney earned $ 3.76 million .","Johnston made $ 5.8 million in salary and bonus in 2001 as president , and as a part-time adviser earned $ 1 million in 2002 .",0,3925,"britz earned 3.77 million in salary , bonus and other compensation , and kinney earned 3.76 million .","johnston made 5.8 million in salary and bonus in 2001 as president , and as a parttime adviser earned 1 million in 2002 .",True
3530,But the company said that its competitors simply were trying to hinder MCI 's emergence from bankruptcy .,But the company said over the weekend that its competitors were simply trying to throw up roadblocks to MCIs emergence from bankruptcy .,1,3926,but the company said that its competitors simply were trying to hinder mci 's emergence from bankruptcy .,but the company said over the weekend that its competitors were simply trying to throw up roadblocks to mcis emergence from bankruptcy .,True
3531,"As a result , Murphy sought to substitute Strier 's sister , Ethel Celnik , as the trustee .","Murphy said Strier 's sister , Ethel Celnik , was in the courtroom at the time , but Strier was not .",0,3927,"as a result , murphy sought to substitute strier 's sister , ethel celnik , as the trustee .","murphy said strier 's sister , ethel celnik , was in the courtroom at the time , but strier was not .",True
3532,""" This moves us a lot closer to saying that the foam can do this kind of damage , "" said Hubbard , a member of the Columbia Accident Investigation Board .",""" I think this moves us a lot closer toward saying that foam can do this kind of damage , "" Hubbard said .",1,3928,""" this moves us a lot closer to saying that the foam can do this kind of damage , "" said hubbard , a member of the columbia accident investigation board .",""" i think this moves us a lot closer toward saying that foam can do this kind of damage , "" hubbard said .",True
3533,"Writing in the journal Geophysical Research Letters , Vincent ’ s team said all of the fresh water poured out of the 20 mile ( 30 km ) long Disraeli Fjord .","Writing in the journal Geophysical Research Letters , Vincent 's team said all of the fresh water poured out of the 20-mile-long Disraeli Fjord .",1,3929,"writing in the journal geophysical research letters , vincent s team said all of the fresh water poured out of the 20 mile 30 km long disraeli fjord .","writing in the journal geophysical research letters , vincent 's team said all of the fresh water poured out of the 20milelong disraeli fjord .",True
3534,"Instead , tickets for the Jersey jam went on sale last night through Ticketmaster .","Tickets , available through Ticketmaster , went on sale yesterday .",1,3930,"instead , tickets for the jersey jam went on sale last night through ticketmaster .","tickets , available through ticketmaster , went on sale yesterday .",True
