,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair,noise_flags_sentence1,noise_flags_sentence2,major_noise_sentence1,major_noise_sentence2,major_noisy_pair
3400,Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 - two months after it voluntarily closed following initial reports of the disease .,Chi-Chi 's has agreed to keep the restaurant closed until Jan. 2 -- two months after it voluntarily closed when the disease was first reported .,1,3789,chichi 's has agreed to keep the restaurant closed until jan. 2 two months after it voluntarily closed following initial reports of the disease .,chichi 's has agreed to keep the restaurant closed until jan. 2 two months after it voluntarily closed when the disease was first reported .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3401,The Commerce ruling Tuesday will impose a 44.71 percent tariff on dynamic random access memory semiconductors ( DRAMS ) made by Hynix Semiconductor Inc .,"The Commerce Department imposed a 44.71 percent tariff on dynamic random access memory semiconductors , or DRAMS , made by Hynix Semiconductor Inc .",1,3790,the commerce ruling tuesday will impose a 44.71 percent tariff on dynamic random access memory semiconductors drams made by hynix semiconductor inc .,"the commerce department imposed a 44.71 percent tariff on dynamic random access memory semiconductors , or drams , made by hynix semiconductor inc .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3403,Shares of Mattel were down 13 cents to $ 19.72 on the New York Stock Exchange .,Mattel shares were down 1.5 percent in early afternoon trading on the New York Stock Exchange .,1,3793,shares of mattel were down 13 cents to 19.72 on the new york stock exchange .,mattel shares were down 1.5 percent in early afternoon trading on the new york stock exchange .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3409,"A three-judge panel of the 11th U.S. Circuit Court of Appeals ruled late Friday that the small size , limited use and secular purpose make the image legitimate .",A three-judge panel of the 8th U.S. Circuit Court of Appeals in St. Louis overturned a ruling issued last year that supported the ordinance .,0,3799,"a threejudge panel of the 11th u.s. circuit court of appeals ruled late friday that the small size , limited use and secular purpose make the image legitimate .",a threejudge panel of the 8th u.s. circuit court of appeals in st. louis overturned a ruling issued last year that supported the ordinance .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3412,""" I 'm not aware of any changes in policy - we have contacts with them , they will continue . """,""" Our policies are well-known and I 'm not aware of any changes in policy .",0,3802,""" i 'm not aware of any changes in policy we have contacts with them , they will continue . """,""" our policies are wellknown and i 'm not aware of any changes in policy .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3413,"Telemarketers who call listed numbers could face FCC fines of up to $ 120,000 .","Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $ 11,000 per call .",1,3803,"telemarketers who call listed numbers could face fcc fines of up to 120,000 .","telemarketers who call numbers on the list after oct. 1 could face fines of up to 11,000 per call .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3414,The compensation committee will prohibit securities industry directors from sitting on it .,The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry .,1,3804,the compensation committee will prohibit securities industry directors from sitting on it .,the exchange also said its fiveperson compensation committee will consist only of directors from outside the securities industry .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3421,They also said the rule will make the nation 's electrical system more reliable -- a high-profile issue after last week 's massive power blackout .,"They also said the rule will improve the reliability of the nation 's electrical system , which is needed after last week 's massive power blackout .",1,3811,they also said the rule will make the nation 's electrical system more reliable a highprofile issue after last week 's massive power blackout .,"they also said the rule will improve the reliability of the nation 's electrical system , which is needed after last week 's massive power blackout .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3423,"Yesterday , this honor was given to Firefighter Thomas C. Brick , who died last Tuesday battling a fire in an Upper Manhattan warehouse .","They were there to honor Brick , who died Tuesday battling a four-alarm blaze in an upper Manhattan warehouse .",1,3813,"yesterday , this honor was given to firefighter thomas c. brick , who died last tuesday battling a fire in an upper manhattan warehouse .","they were there to honor brick , who died tuesday battling a fouralarm blaze in an upper manhattan warehouse .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3424,"In the settlement , Tyrer agreed to pay $ US1.06 million in allegedly ill-gotten trading profits and $ US342,195 in interest , the SEC said .","To settle the charges , Mr. Tyrer agreed to surrender $ 1.06 million in trading profits and $ 342,195 in interest .",1,3814,"in the settlement , tyrer agreed to pay us1.06 million in allegedly illgotten trading profits and us342,195 in interest , the sec said .","to settle the charges , mr. tyrer agreed to surrender 1.06 million in trading profits and 342,195 in interest .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3425,The agency said it would not release the name of the 17-year-old involved because he is a minor .,The agency said it had no plans to release the name of the teenager involved because he was a minor .,1,3815,the agency said it would not release the name of the 17yearold involved because he is a minor .,the agency said it had no plans to release the name of the teenager involved because he was a minor .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3432,"The FTC judge is set to render a decision on Dec. 18 , which is viewed as the final chapter of a long-standing legal saga that 's dragged on for years .",The FTC decision is viewed as the final leg in a longstanding legal saga that has dragged on for years .,1,3822,"the ftc judge is set to render a decision on dec. 18 , which is viewed as the final chapter of a longstanding legal saga that 's dragged on for years .",the ftc decision is viewed as the final leg in a longstanding legal saga that has dragged on for years .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3435,Democrats currently hold a 17-15 advantage in the state 's congressional delegation .,The Texas congressional delegation now is 17-15 Democratic .,1,3825,democrats currently hold a 1715 advantage in the state 's congressional delegation .,the texas congressional delegation now is 1715 democratic .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3438,"According to the survey , last years identity theft losses to businesses and financial institutions totaled nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses .","Identity theft cost businesses and financial institutions nearly $ 48 billion and consumer victims reported $ 5 billion in out-of-pocket expenses last year , according to the FTC .",1,3828,"according to the survey , last years identity theft losses to businesses and financial institutions totaled nearly 48 billion and consumer victims reported 5 billion in outofpocket expenses .","identity theft cost businesses and financial institutions nearly 48 billion and consumer victims reported 5 billion in outofpocket expenses last year , according to the ftc .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3442,The US on Tuesday assembled a coalition of more than a dozen countries to launch a World Trade Organisation case against the European Union 's ban on new genetically modified crops .,The US on Tuesday filed a long-anticipated case in the World Trade Organisation aimed at forcing the European Union to lift its de facto moratorium on genetically modified foods .,1,3832,the us on tuesday assembled a coalition of more than a dozen countries to launch a world trade organisation case against the european union 's ban on new genetically modified crops .,the us on tuesday filed a longanticipated case in the world trade organisation aimed at forcing the european union to lift its de facto moratorium on genetically modified foods .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3443,A federal appeals court yesterday reinstated perjury charges against a San Diego student accused of lying about his association with 9 / 11 hijackers .,A U.S. appeals court in New York reinstated perjury charges against a Grossmont College student accused of lying about his knowledge of two of the Sept . 11 hijackers .,1,3833,a federal appeals court yesterday reinstated perjury charges against a san diego student accused of lying about his association with 9 11 hijackers .,a u.s. appeals court in new york reinstated perjury charges against a grossmont college student accused of lying about his knowledge of two of the sept . 11 hijackers .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3450,"Former U.S. Rep. Frank McCloskey , 64 , died this afternoon in his home after a long battle with bladder cancer .",McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer .,1,3841,"former u.s. rep. frank mccloskey , 64 , died this afternoon in his home after a long battle with bladder cancer .",mccloskey died sunday afternoon in his home after a yearlong battle with bladder cancer .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3458,The yield on the 3 5 / 8 percent February 2013 note dropped 2 basis points to 3.66 percent .,The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,1,3849,the yield on the 3 5 8 percent february 2013 note dropped 2 basis points to 3.66 percent .,the yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3463,MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .,The company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .,1,3854,mysql ab on tuesday announced that it had ported its opensource database to the hpux operating system on the 64bit intel itanium 2 processor .,the company updated the mysql 4.0 software with the ability to run on the hpux 11i unix operating system and linux on servers equipped with intel 's 64bit itanium 2 processor .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3464,"The technology-laced Nasdaq Composite Index .IXIC edged up 2.84 points , or 0.18 percent , at 1,593.59 .","The broader Standard & Poor 's 500 Index .SPX added 1.14 points , or 0.12 percent , at 968.14 .",0,3855,"the technologylaced nasdaq composite index .ixic edged up 2.84 points , or 0.18 percent , at 1,593.59 .","the broader standard poor 's 500 index .spx added 1.14 points , or 0.12 percent , at 968.14 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3467,"The S3C2440 CPU supports major operating systems including Microsoft Windows CE / Pocket PC , Palm OS , Symbian , and Linux .","It supports the Windows CE , Palm , Symbian , and Linux operating systems .",1,3858,"the s3c2440 cpu supports major operating systems including microsoft windows ce pocket pc , palm os , symbian , and linux .","it supports the windows ce , palm , symbian , and linux operating systems .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3469,"Meanwhile , law enforcement officials in Palm Beach County , Fla . , where Limbaugh owns a $ 24 million mansion , said his drug use is under investigation .","A law enforcement source in Palm Beach County , where Limbaugh owns a $ 24 million oceanfront mansion , said last week that Limbaugh 's drug use is still under investigation .",1,3860,"meanwhile , law enforcement officials in palm beach county , fla . , where limbaugh owns a 24 million mansion , said his drug use is under investigation .","a law enforcement source in palm beach county , where limbaugh owns a 24 million oceanfront mansion , said last week that limbaugh 's drug use is still under investigation .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3470,"State Rep. Ron Wilson , D-Houston , joined committee Republicans in voting for the map .","State Rep. Ron Wilson , a Houston Democrat , joined nine Republicans in approving the bill Saturday .",1,3861,"state rep. ron wilson , dhouston , joined committee republicans in voting for the map .","state rep. ron wilson , a houston democrat , joined nine republicans in approving the bill saturday .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3473,"Government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smoke-filled staircases and hallways , officials said .","Some people trapped in a burning high-rise building in Chicago 's Loop business district frantically dialed 911 for help in escaping the smoke-filled staircases and hallways , officials said .",1,3864,"government workers trapped in a burning downtown office tower frantically dialed 911 as they tried to make their way through smokefilled staircases and hallways , officials said .","some people trapped in a burning highrise building in chicago 's loop business district frantically dialed 911 for help in escaping the smokefilled staircases and hallways , officials said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3476,"Oak Brook , IL-based McDonalds is expected to launch several hundred restaurants by year 's end .",The company 's goal is to offer wireless service at several hundred restaurants by year 's end .,0,3867,"oak brook , ilbased mcdonalds is expected to launch several hundred restaurants by year 's end .",the company 's goal is to offer wireless service at several hundred restaurants by year 's end .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3482,"A grassy field and asphalt island , topped with an ATM , sit where Orville Wright once developed a split airplane wing , tinkered with cars and even built toys .","Orville Wright 's laboratory was once there - where he developed a split airplane wing , tinkered with cars and even built toys .",1,3874,"a grassy field and asphalt island , topped with an atm , sit where orville wright once developed a split airplane wing , tinkered with cars and even built toys .","orville wright 's laboratory was once there where he developed a split airplane wing , tinkered with cars and even built toys .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3483,"Shares of GE were slipping 17 cents , or 0.6 % , to $ 28.02 in Instinet premarket trading .",Shares in GE were down 7 cents to $ 28.12 by the close of trading in New York .,0,3875,"shares of ge were slipping 17 cents , or 0.6 , to 28.02 in instinet premarket trading .",shares in ge were down 7 cents to 28.12 by the close of trading in new york .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3485,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .",1,3878,"iac 's stock closed yesterday down 2.81 , or 7.6 percent , at 34.19 .","interactivecorp 's shares closed at 34.19 , down 2.81 , or 7.6 percent on the nasdaq stock market .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3486,Memories also live on of the bloody debacle in Somalia 10 years ago -- the last major US military involvement in Africa .,Memories also live on of a bloody debacle in Somalia a decade ago -- the last major U.S. military involvement in Africa .,1,3879,memories also live on of the bloody debacle in somalia 10 years ago the last major us military involvement in africa .,memories also live on of a bloody debacle in somalia a decade ago the last major u.s. military involvement in africa .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3487,"He faces up to 10 years in prison and a $ 250,000 fine if convicted .","If convicted , Parson faces up to 10 years in federal prison and a fine of up to $ 250,000 .",1,3880,"he faces up to 10 years in prison and a 250,000 fine if convicted .","if convicted , parson faces up to 10 years in federal prison and a fine of up to 250,000 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3495,Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector .,"After talks , Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry .",1,3890,russian and saudi officials on monday signed a fiveyear agreement on cooperation in the oil and gas sector .,"after talks , russian and saudi energy ministers signed a fiveyear agreement on cooperation in the oil and gas industry .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3498,This is just the latest movement in a continuing trend towards open source support of business applications .,This is just the latest movement in a continuing trend toward open-source support among business application vendors .,1,3893,this is just the latest movement in a continuing trend towards open source support of business applications .,this is just the latest movement in a continuing trend toward opensource support among business application vendors .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3502,The U.N. Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,Children get sick from drinking the water : The United Nations Office of the Humanitarian Coordinator for Iraq last week reported that cases of diarrhea have tripled in Baghdad .,0,3897,the u.n. office of the humanitarian coordinator for iraq last week reported that cases of diarrhea have tripled in baghdad .,children get sick from drinking the water the united nations office of the humanitarian coordinator for iraq last week reported that cases of diarrhea have tripled in baghdad .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3506,"The SIA said chip sales were expect to rise 16.8 percent to $ 180.9bn next year , followed by a 5.8 in 2005 .","The SIA forecast that chip sales next year will rise 16.8 percent to $ 180.9 billion , followed by a 5.8 percent increase to $ 191.5 billion in 2005 .",1,3901,"the sia said chip sales were expect to rise 16.8 percent to 180.9bn next year , followed by a 5.8 in 2005 .","the sia forecast that chip sales next year will rise 16.8 percent to 180.9 billion , followed by a 5.8 percent increase to 191.5 billion in 2005 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3507,Peterson has been charged with two counts of murder in the deaths of his wife and son .,"Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .",1,3902,peterson has been charged with two counts of murder in the deaths of his wife and son .,"peterson , 31 , is now charged with murder in the deaths of his 27yearold wife and their unborn son .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3508,"U.S. stocks fell , led by computer-related shares , after network-equipment maker Cisco Systems Inc. said sales will be unchanged this quarter .","U.S. stocks fell after Cisco Systems Inc . , the world 's biggest maker of networking-equipment , forecast that sales will be unchanged this quarter .",1,3903,"u.s. stocks fell , led by computerrelated shares , after networkequipment maker cisco systems inc. said sales will be unchanged this quarter .","u.s. stocks fell after cisco systems inc . , the world 's biggest maker of networkingequipment , forecast that sales will be unchanged this quarter .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3509,"Mr. Dewhurst has called for a "" cooling period "" between special sessions , which could give the Democrats some time at home .","Mr. Dewhurst has suggested a cooling-off period , which could give the senators time to go home .",1,3904,"mr. dewhurst has called for a "" cooling period "" between special sessions , which could give the democrats some time at home .","mr. dewhurst has suggested a coolingoff period , which could give the senators time to go home .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3512,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows .,The artists say the plan will harm French culture and punish those who need help most - performers who have a hard time lining up work .,0,3907,artists are worried the plan would harm those who need help most performers who have a difficult time lining up shows .,the artists say the plan will harm french culture and punish those who need help most performers who have a hard time lining up work .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
3514,"At 10 p.m. , Odette was centered about 295 miles south-southeast of Kingston , Jamaica , and was moving northeast near 8 mph .","At 10 p.m. Thursday , Odette was about 295 miles south-southeast of Kingston , Jamaica and about 900 miles south-southeast of Palm Beach .",0,3909,"at 10 p.m. , odette was centered about 295 miles southsoutheast of kingston , jamaica , and was moving northeast near 8 mph .","at 10 p.m. thursday , odette was about 295 miles southsoutheast of kingston , jamaica and about 900 miles southsoutheast of palm beach .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3516,The researchers found only empty cavities and scar tissue where the tumors had been .,"No tumors were detected ; rather , empty cavities and scar tissue were found in their place .",1,3911,the researchers found only empty cavities and scar tissue where the tumors had been .,"no tumors were detected rather , empty cavities and scar tissue were found in their place .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3518,Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .,He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .,1,3913,mr. bush has credited the dallas pastor with helping to inspire the idea of using federal dollars to fund faithbased programs .,he has credited dr. evans with helping to inspire the idea of federal financing for faithbased programs .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3519,"Attorney Patricia Anderson , who represents the Schindlers in the courtroom tug-of-war with their son-in-law , declined to comment on the case .","Pat Anderson , the lawyer representing the Schindlers , declined to comment on the filing .",0,3914,"attorney patricia anderson , who represents the schindlers in the courtroom tugofwar with their soninlaw , declined to comment on the case .","pat anderson , the lawyer representing the schindlers , declined to comment on the filing .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3521,""" High-tech scam artists who think they can hijack the Internet should think again , "" Ashcroft said .",""" High-tech scam artists who think they can hijack the Internet should think again , "" said Assistant Attorney General Michael Chertoff of the Criminal Division .",0,3916,""" hightech scam artists who think they can hijack the internet should think again , "" ashcroft said .",""" hightech scam artists who think they can hijack the internet should think again , "" said assistant attorney general michael chertoff of the criminal division .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3522,"Those systems typically combine institutional and community-based care and are financed by a combination of state , federal , and private dollars .","Those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .",1,3917,"those systems typically combine institutional and communitybased care and are financed by a combination of state , federal , and private dollars .","those systems typically combine institutional and community care and are paid for with combinations of state , federal and private money .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3523,"A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m. , with his hands still taped together but his feet free .","A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday , with his feet free but his hands still taped .",1,3918,"a passerby found ben hiding along a dirt road in spanish fork canyon about 7 p.m. , with his hands still taped together but his feet free .","a passerby found the boy hiding along a dirt road in spanish fork canyon about 7 p.m. thursday , with his feet free but his hands still taped .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
3524,"The companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at year-end .","The companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",1,3919,"the companies uniformly declined to give specific numbers on customer turnover , saying they will release those figures only when they report overall company performance at yearend .","the companies , however , declined to give specifics on customer turnover , saying they would release figures only when they report their overall company performance .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3525,"Chaudhry was released 56 days later and the Fiji military installed an all-indigenous government led by Qarase , who won democratic elections in September 2001 .","The Fijian military installed an all-indigenous government led by Mr Qarase , who won democratic elections in September 2001 .",0,3920,"chaudhry was released 56 days later and the fiji military installed an allindigenous government led by qarase , who won democratic elections in september 2001 .","the fijian military installed an allindigenous government led by mr qarase , who won democratic elections in september 2001 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
