,sentence1,sentence2,label,predicted_label
1512,"the dow jones industrial average .dji added 47. points , or .52 percent , to ,174.35 .","the dow jones industrial average .dji ended up 64.64 points , or .71 percent , at ,191.09 , according to the latest available data .",1,True
1513,"mitchell garabedian , an attorney representing many young men who have claimed they were molested by geoghan , said he was shocked and surprised to hear of the jail death .","attorney mitchell garabedian , who represents many young men who say they were molested by geoghan , said he was shocked and surprised to hear of geoghan ' death .",1,True
1514,leung faces  sentence of up to 50 years if convicted on all counts .,"smith , who faces  maximum 40 years in prison if convicted , is free on $ 250,000 bond .",0,True
1515,belcher said the airport ' conference room became  shelter for several families who had hiked up hillsides ahead of rising water .,belcher said the airport ' conference room was serving as  makeshift shelter for several area families who hiked up the wooded hillside in advance of rising water .,1,belcher said
1516,"the company posted  profit of $ 54. million , or 22 cents per share , in the year-ago period .","that was up from the year-ago quarter , when the company earned $ 54. million , or 22 cents  share .",1,True
1517,both sets of findings were presented dec.  at the annual meeting of the radiological society of north america in chicago .,the study was presented yesterday in chicago at the annual meeting of the radiological society of north america .,1,True
1518,murdoch ' family owns about 30 percent of news corp. shares .,the shares had risen about 16 percent in the past year .,0,False
1519,duque arrived with foale and kaleri but will return to earth with lu and malenchenko .,duque will return with lu and russia ' yuri malenchenko when they leave the station next week .,0,False
1520,"the talks , the first involving washington and pyongyang since april , had their share of fireworks .",the talks were the first meeting between us and north korean negotiators since this april .,0,False
1521,"the confusion capped  tumultuous week for the list , which is intended to block about 80 percent of telemarketing calls .",the free service was originally intended to block about 80 percent of telemarketer calls .,0,False
1522,the blaze then spread to several surrounding structures on the property and destroyed them .,the fire spread to several surrounding structures on the property and destroyed them as deputies held back firefighters .,0,True
1523,"among those waiting  turn was jodie singer ,  sixth-grader from washington , ..","jodie singer ,  sixth-grader from washington , .. , anxiously awaited her turn at the microphone .",1,True
1524," we can presume that we 've prevented  very large number of infections and some significant amount of clinical disease ,  he said ."," we have prevented  very large number of infections and  significant amount of clinical disease ,  goodman said .",1,True
1525,"in an editorial in the journal , two breast-cancer researchers said hormones ' effect on the breast created  double-whammy that is  almost unique  in medicine .","in an accompanying editorial , two breast cancer researchers said that the effect of hormones on the breast created  double whammy that was  almost unique  in medicine .",1,two breast-can
1526,consumers still would have to get  descrambling security card from their cable operator to plug into the set .,"to watch pay television , consumers would insert into the set  security card provided by their cable service .",1,False
1527,wells ’ other series include nbc ’  er and third watch .,wells ' other series include nbc '  er  and  third watch . ,1,wells '
1528,mr. turner transferred about 10 million shares to  charitable trust before they were sold .,the sales leave mr. turner with about 45 million shares in aol .,0,True
1529,"nasa officials are delicately seeking advice on what to do with the 84,000 shattered pieces from columbia , cautiously broaching the idea of putting some shuttle parts on display .","nasa officials are seeking advice about what to do with the 84,000 shattered pieces of the space shuttle columbia , cautiously broaching the idea of putting some parts on display .",1,False
1530,customers can use release candidate  of exchange server 2003available mondayas  stepping stone to the final release this summer .,"customers can deploy release candidate  of exchange server 2003 , which is available monday , as  stepping stone toward the final release , which is due this summer .",1,True
1531,"air canada , the largest airline in canada and no. 11 in the world , has been under court protection from creditors since april  .","the no. 11 airline in the world , air canada has been under court protection from creditors since april  .",0,True
1532,mr. sweeney outlined plans for the campaign in  speech last night in philadelphia at the annual meeting of the american political science association .,sweeney was to outline plans for the campaign in  speech on saturday night at the annual meeting of the american political science association .,1,True
1533,"the fire began about two hours later , the result of an explosion that was likely caused by  steam leak , officials said .","the fire began about two hours later after an explosion likely caused by  steam leak , miami-dade police director carlos alvarez said .",1,True
1534,"for the entire season , the average five-day forecast track error was 259 miles , franklin said .", the average track error for the five-day ( forecast ) is 323 nautical miles .,1,False
1535,he urged congress to  send me the final bill as soon as possible so that  can sign it into law . ,"  urge congress to quickly resolve any differences and send me the final bill as soon as possible so that  can sign it into law ,  he said .",0,True
1536," clearly , the debate ( over recent developments ) has had an effect ,  says david smith of the human rights campaign ."," clearly , the debate and the discussion have had an effect ,  says david smith ,  spokesman for the human rights campaign .",1,False
1537,the commission estimated california lost $ 937 million to corporate tax shelters in 2001 .,california ' lost tax revenue was mostly due to international corporate tax shelters .,1,False
1538,"these men  are entitled to respect for their private lives ,  kennedy said .", the petitioners are entitled to respect for their private lives . ,1,True
1539,"the american anglican council , which represents episcopalian conservatives , said it will seek authorization to create  separate group .","the american anglican council , which represents episcopalian conservatives , said it will seek authorization to create  separate province in north america because of last week ' actions .",0,True
1540,the elderly and those with weakened immune systems are also urged to protect against mosquito bites .,"but for the elderly and those with weakened immune systems , it can be fatal .",0,True
1541,turkish authorities have said all the suicide bombers were turks .,ankara says all four suicide bombers were turkish .,1,False
1542,"kadyrov was not injured , but four of his bodyguards were among those killed .",but itar-tass news agency said four of his bodyguards were among those killed by the bomb .,0,True
1543,"green wrote , the documents show that in one two-month period , bennett wired more than $ . million to cover losses .","over one two-month period , newsweek said bennett wired more than $ . million to one casino to cover losses .",1,True
1544, subsequent report claimed that jackson had actually become  member of the nation of islam .,mr. jackson is not muslim nor  member of the nation of islam .,0,False
1545,"palm wednesday announced plans to acquire handspring ,  company started by jeff hawkins , regarded by many as the father of the palm handheld .","palm said on wednesday it plans to buy handspring ,  company created by renegade palm co-founder jeff hawkins .",1,False
1546,seven of the nine major democratic presidential candidates will address the forum .,seven of nine democratic candidates for president also said they would participate in the conference monday .,1,True
1547,declining issues outnumbered advancers nearly  to  on the new york stock exchange .,advancers outnumbered decliners by nearly  to  on the nyse and more than 11 to  on nasdaq .,0,False
1548,"the new system costs between $ . million and $ 22 million , depending on configuration .","the system is priced from us $ . million to $ 22. million , depending on configuration .",1,True
1549,monday said it has its first customer for its controversial intellectual property compliance license for sco unix rights .,sco says it has signed the first enterprise customer to its controversial intellectual property compliance license .,1,True
1550,"patients ' rights advocates crashed it by squeezing into camera range , protesting the fma ' acceptance of major financial support from first professionals insurance .","it was crashed by patients ' rights advocates who squeezed into camera range , protesting the fma ' acceptance of major financial support from first professionals insurance .",1,patients ' rights
1551,"the dollar fell as low as $ .1624 per euro from $ .1486 on friday , and traded at $ .1594 at 10 : 15 .. in london .",the dollar dropped to $ .1564 per euro at  : 30 .. in london from $ .1486 on friday .,0,False
1552,"german prosecutors have ruled out any charges in germany , meaning extradition  could happen very soon ,  ullrich said .","studabaker told the court he would not contest extradition and german prosecutors have ruled out any charges here , meaning extradition  could happen very soon ,  ullrich said .",0,False
1553,the trial is entering  crucial stage as italy prepares to assume the rotating presidency of the european union on july  .,the prime minister is poised to take over the rotating presidency of the european union on july  .,0,False
1554,"  've stopped looters , run political parties out of abandoned buildings , caught people with large amounts of cash and weapons ,  williams said .","  've stopped looters , run political parties out of abandoned buildings , caught people with large amounts of cash and weapons ,  said .. army 2nd lt. cody williams .",1,False
1555,there were conflicting reports about the number of casualties yesterday .,there were sharply conflicting reports tonight on the death toll .,1,False
1556,"the first health-care worker in the country to die of sars was  filipina-canadian who contracted the disease at north york general hospital , the site of the second outbreak .","emile laroza , 51 , contracted sars while working as  nurse at north york general hospital , the epicentre of the second sars outbreak .",0,False
1557,"nextel partners inc . nxtp. , which provides wireless phone service , fell 59 cents , or . percent , to $ .41 .","nextel partners inc . ( nasdaq : nxtp - news - people ) , which provides wireless phone service , fell 45 cents , or . percent , to $ .55 .",1,False
1558,"the tech-heavy nasdaq composite index .ixic was off .11 percent , or .78 points , at ,594.13 .","the broader standard & poor ' 500 index .spx was down .04 points , or  percent , at 971.52 .",0,True
1559,tennessee officials are setting up relief services and mobile communications in jackson after power was wiped out in the town .,the state is setting up relief services and mobile communications after power was wiped out in the town .,1,True
1560,"colin powell , the secretary of state , said contacts with iran would not stop .",secretary of state colin powell said yesterday that contacts with iran would continue .,1,False
1561,the workers accuse general dynamics of  reverse age discrimination  because of  change in retirement benefits in 1997 .,general dynamics was sued when it changed its retirement benefits in 1997 .,0,False
1562,"south san francisco ' genentech , the world ' second-biggest biotechnology company , rose . percent to $ 66.73 .","south san francisco , calif . '  genentech , the world ' no.  biotech company , advanced . percent to $ 66.73 .",1,south san
1563,wyoming and new mexico both reported two deaths within the past week .,wyoming and new mexico reported their first deaths from the virus this past week .,1,True
1564,net revenue rose to $ .99 billion from $ .85 billion during the same quarter last year .,that is up from $ .14 billion during the same quarter last year .,0,True
1565,"the april decline was the biggest since october , 2001 .","energy prices dropped by . percent , the biggest decline since july 1986 .",0,True
1566,  ' not going to be sponsoring it because it is not our proposal but  ' not going to be negative about it  .,"  ' not going to be sponsoring it because it ' not our proposal , but  ' not responding to it in  negative way ,  he said .",1,not going to be
1567,sources within the racing industry have told the daily bulletin that fontana will get  second nascar race on labor day weekend starting next season .,sources in the racing industry said fontana will get  second nascar race on labor day weekend starting next season .,1,True
1568,"another shooting linked to the spree occurred nov. 11 at hamilton central elementary in obetz , about two miles from the freeway .","the latest shooting linked to the spree was  nov. 11 shooting at hamilton township elementary school in obetz , about two miles from the freeway .",1,True
1569,"common side effects include nasal congestion , runny nose , sore throat and cough , the fda said .","the most common side effects after getting the nasal spray were nasal congestion , runny nose , sore throat and cough .",1,True
1570,"nbc probably will end the season as the second most popular network behind cbs , which is first among the key 18-to-49-year-old demographic .","nbc probably will end the season as the second most popular network behind cbs , although it ' first among the key 18-to- 49-year-old demographic .",1,True
1571,the judge said congress is the best forum for weighing the prescription drug importation issue .,the judge said congress is the best forum to address the high cost of prescription drugs .,1,False
1572,"nbc will probably end the season as the second most popular network behind cbs , although it ' first among the key 18-to-49-year-old demographic .","nbc will probably end the season as the second most-popular network behind cbs , which is first among the key 18-to-49-year-old demographic .",0,True
1573,happy family has ex-night court star larroquette and christine baranski as  couple whose children move back home after college .,happy family has ex-night court star larroquette and christine baranski as  couple with grown children who won ' leave their lives .,1,True
1574,"and because it is so far out in international water , salvage company odyssey marine exploration does not have to share the wealth with coastal state governments .","it is so far out in international water that the finder odyssey marine exploration , of tampa , fla . , does not have to share the wealth with any governments .",1,False
1575,the european commission has developed  set of guidelines to help public administrators decide whether to migrate their enterprises to open source software or not ., european commission initiative has issued guidelines to member governments on how to migrate to open source software on both servers and desktops .,1,False
1576,thirty-seven per cent of ceos who expect stronger profits cited reduced costs as the main reason .,"in addition , 37 per cent of executives who expect to make more money cited reduced costs as the main reason .",1,True
1577,"nine seconds later , it broke the sound barrier and continued its steep powered ascent .","nine seconds later , spaceshipone broke the sound barrier , the company said .",0,True
1578,aprils unemployment rate is the highest since late last year .,"unemployment , at  percent , matched the highest since august 1994 .",0,False
1579," new yorkers didn ' embrace these units like they could have ,  said matthew daus , chairman of the commission ."," new yorkers didn ' embrace these units like they could have ,  matthew . daus , the commission ' chairman , said yesterday .",1,new yorkers didn
1580,the nlc advised motorists to stay at home and petrol stations to shut down during the strike .,it has ordered motorists to stay off the streets and petrol stations to shut down during the strike .,1,False
1581,the resolution was approved with no debate by delegates at the bar association ' annual meeting here .,"the resolution was approved with no debate by delegates , who met in san francisco for the bar association ' annual meeting .",1,resolution was approved with
1582,"reacting to thompson ' attack , ed skyler ,  spokesman for bloomberg , said the controller ' statements ,  while noteworthy for their sensationalism , bear no relation to the facts . ","responding , edward skyler ,  spokesman for the mayor , said later :  the comptroller ' statements , while noteworthy for their sensationalism , bear no relation to the facts .",1,ed sky
1583,new chief executive mark mcinnes has already said that capping costs would be the number one priority for david jones as part of the review process .,newly appointed chief executive mark mcinnes has already said that capping costs would be the number one issue david jones would tackle as  result of the review .,1,new chief executive mark
1584,"the currency briefly weakened slightly on monday to trade at 55.34 / 39 , not far from its record low of 55.75 .","the currency briefly weakened on monday morning but rebounded to trade at 55.25 / 29 , little changed from friday .",0,True
1585,"its former chief mickey robinson was fired for cause when he left in september , the company said .","chief executive mickey robinson was fired for cause in september , the company said last month .",1,True
1586,vivendi shares closed . percent up in paris at 15.78 euros .,vivendi shares were . percent up at 15.62 euros in paris at 0841 gmt .,1,True
1587,"announcing the selection , kmart ceo julian day said grey will help the retailer  find creative ways to communicate the unique strengths of kmart to the new america consumer . ","together , we will find creative ways to communicate the unique strengths of kmart to the ' new america ' consumer . ",1,kmart ceo
1588,today ' barrage could have been  show of force as the military steps up security against threats of intensified attacks over the christmas holiday by baghdad ' 14 identified guerrilla cells .,kimmitt said the operation was  show of force as the military steps up security against threats of attacks over the christmas holiday by baghdad ' 14 identified guerrilla cells .,1,kimmitt
1589,this year the audubon society once again hosts its annual christmas bird count .,"it ' the national audubon society ' annual christmas bird count , now in its 104th season .",0,False
1590,shiites make up 20 percent of the country ' population .,"sunnis make up 77 percent of pakistan ' population , shiites 20 percent .",0,False
1591,"dotson told fbi agents that he shot dennehy after the player tried to shoot him , according to the arrest warrant affidavit .","dotson was arrested july 21 after telling fbi agents he shot dennehy when dennehy tried to shoot him , according to the arrest warrant affidavit .",0,False
1592,micron has declared its first quarterly profit for three years .,micron ' numbers also marked the first quarterly profit in three years for the dram manufacturer .,1,True
1593,"the final price will be the lower of   per cent discount to the average trading price over the period or $ .50 , the institutional placement price .",the final price will be   per cent discount to the volume-weighted average of trading between june 23 and july 11 .,0,True
1594,"the coast guard airlifted the survivors to bartlett regional hospital , wetherell said .","soon after ,  coast guard helicopter landed and took the men to bartlett regional hospital , mills said .",1,True
1595,only intel corp. '  . percent yield was lower .,only intel corp. has  lower dividend yield .,1,True
1596," for one thing , it says , ' come on , it ' working , '  said don marti , editor in chief of the linux journal ."," for one thing , it says , ' come on , it ' working , '  don marti , editor in chief of the linux journal told the new york post . ",1,don marti
1597,"the dow jones industrial average .dji edged up 13.33 points , or .15 percent , to ,196.55 .","the dow jones industrial average was off .75 points , or .08 percent , at ,175.47 .",0,True
1598,"google ' investors include prominent vc firms kleiner perkins caufield & byers and sequoia capital , the paper noted .",google ' early stage backers in include california-based stanford university and vc firms kleiner perkins and sequoia capital .,1,vc firms
1599,"since then , acacia had only had supervised visits with her grandmother , she said .","since then , acacia has spent little time with her grandmother .",1,True
1600,the last month has been  whirlwind for an 18-year-old who led his high school team to the ohio state championship .,"the last month has been  whirlwind for the 18-year-old from akron , ohio .",0,True
1601,"it seemed like an isolated incident ,  said ariel dean of washington .. , who earned  degree in political science .","it seemed like an isolated incident , ' ' said graduate ariel dean of washington , ..",0,True
1602," for the same reason dell and gateway can get tvs , there ' no reason wal-mart can ' get computers ,  said steve baker , an analyst with npd group ."," for the same reason dell and gateway can get tvs , there ' no reason wal-mart can ' get computers ,  baker said .",1,False
1603,congratulations on being named time magazine ' person of the year .,time magazine named the american soldier its person of the year for 2003 .,0,True
1604," new study , conducted in europe , found the medicine worked just as well as an earlier disputed study , sponsored by imclone systems , said it did .","doctors concluded erbitux , the cancer drug that enmeshed imclone systems in an insider trading scandal , worked just as well as an earlier company-sponsored study said it did .",1,True
1605," people are obviously inconvenienced ,  said dr. jim young , ontario ' commissioner of public safety ."," we are being hyper-vigilant ,  said dr. james young , ontario ' commissioner of public safety .",0,True
1606,  had never wanted the matter to come to court and have been overwhelmed by the whole court process and the media coverage that has surrounded the case ., never wanted the matter to come to court and have been overwhelmed by the whole process and the media coverage that has surrounded it . ,1,False
1607,the us will take on canada in the third-place play-off in carson on saturday .,the united states will play canada in the third-place game saturday .,1,False
1608,the benchmark 10-year treasury note yield < us10yt = rr > dipped below .20 percent on tuesday .,"prices for treasury securities also rose , with the yield on the benchmark 10-year note falling to .19 percent .",0,False
1609,"the industry groups non-manufacturing index rose to 50. during the month , up from marchs reading of 47. .","the arizona-based ism reported monday that its non-manufacturing index rose to 50. last month , from 47. in march .",1,True
1610,"named after the msblast.exe file that contains the program , msblast continued to spread to new computers on thursday , but the rate of infection has slowed significantly .","named after the msblast.exe file that contains the program , the msblast internet worm infected more than 300,000 computers since monday .",0,True
1611,"the nation , bush said ,  will not stand by and wait for another attack , or trust in the restraint and good intentions of evil men . ","the united states ``will not stand by and wait for another attack , or trust in the restraint and good intentions of evil men , ' ' he declared .",1,False
1612,"the broad standard & poor ' 500 index advanced 11 points , or .25 percent , to 931 .","the standard & poor ' 500 index gained 10.89 , or . percent , to 931.12 as of 12 : 01 .. in new york .",1,True
1613,another recent study shows that about 12 million adults have been diagnosed with diabetes and an additional  million adults have it but do not know it .,another recent study found that 12 million adults have been diagnosed with diabetes and another  million adults have the condition but don ' know it .,1,True
1614, weak cold front could bring thunderstorms into south texas on sunday at the same time  tropical wave moves in from the yucatan .,"as of today , forecasts show  weak cold front bringing thunderstorms into south texas on sunday at the same time  tropical wave moves in from the yucatan .",1,False
1615,"  feel that my supervision was inadequate ,  minister of health twu shiing-jer told parliament after he tendered his resignation to the island ' premier .","  feel that my supervision was inadequate ,  taiwan ' minister of health , twu shiing-jer , told parliament after tendering his resignation .",1,tai
1616,"an incremental step reported by researchers at the university of california , san francisco , is the latest in  decade-long effort .","the incremental step , reported by researchers at uc san francisco , is the latest in  decade-long effort to infect mice with the virus .",1,False
1617,"the plan , which pataki has said is unconstitutional as written , would cost the state $ . billion over the next 30 years .",the plan would cost the state $ 170 million per year over the next 30 years .,0,False
1618,.. prosecutors have arrested more than 130 individuals and have seized more than $ 17 million in  continuing crackdown on internet fraud and abuse .,more than 130 people have been arrested and $ 17 million worth of property seized in an internet fraud sweep announced friday by three .. government agencies .,1,True
1619," arifin has disclosed to the isd that he is involved with  group of like-minded individuals in planning terrorist attacks against certain targets in thailand ,  the government said .", arifin has disclosed that he is involved with  group of like-minded individuals in planning terrorist attacks against certain targets in thailand .,1,False
1620,"davey graduated saturday from northwest college , which is affiliated with the assemblies of god , with  bachelor of arts degree in religion and philosophy .","davey started attending northwest college , which is affiliated with the assemblies of god , in 1999 with plans to become  minister .",0,True
1621,"the pressure may well rise on thursday , with national coverage of the final round planned by espn , the cable sports network .","the pressure will intensify today , with national coverage of the final round planned by espn and words that are even more difficult .",0,False
1622,"on monday , as first reported by cnet news.com , the riaa withdrew  dmca notice to penn state university ' astronomy and astrophysics department .","last thursday , the riaa sent  stiff copyright warning to penn state ' department of astronomy and astrophysics .",0,ria
1623,nottingham found speech is treated unequally because the list applies to calls from businesses but not charities .,"in that order , nottingham ruled the do-not-call list unconstitutional on free-speech grounds because it applied to calls from businesses but not charities .",1,False
1624," it is the only vehicle on which established economies will be able to compete ,  barrett said ."," it is the only vehicle on which established economies will be able to compete  with fast-growing economies such as china and india , barrett said .",0,True
1625,"still , revenues from the extra premiums would not be huge .",how would the extra premiums be collected ?,0,False
1626,"some opposition leaders said they would reserve comment until mourning was over , but others called for the immediate withdrawal of troops .","some opposition leaders called for withdrawing troops , but others said they would reserve comment until mourning was over .",1,False
1627,"the consumer group generated $ .47 billion of profit and $ 20 billion of revenue from january to june , 53 % of citigroup ' profit and revenue .","it generated $ .47 billion of profit and $ 20 billion of revenue in the year ' first half , 53 percent of citigroup ' totals .",1,citigroup generated $
1628,kiernan testified that seifert had received  gunshot wound to the back .,"seifert , he testified , had  gunshot wound in the back .",1,True
1629,"there was no immediate comment from savage , who did not respond to -mail requests for an interview .","there was no immediate comment from savage , according to  spokesman at his office in california .",0,False
1630,sources say agents confiscated  several  documents he was carrying .,agents confiscated several classified documents in his possession and interrogated him .,0,True
1631,in the ensuing gun battle two palestinian militants were killed and 17 people were wounded .,"two 15-year-olds were also killed by israeli fire and 17 people were wounded , according to the witnesses .",0,True
1632," if you have more turnovers , if you are at the bottom of the league in turnover ratio [ washington was 29th ] , your chances aren ' good ."," if you have more turnovers or you are in the bottom of the league in turnovers , your chances aren ' very good .",1,False
1633,"women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type  diabetes in their children , melbourne researchers believe .",australian researchers believe they have found  trigger of type  diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy .,1,True
1634,"albany , .. state senate majority leader joseph bruno announced friday he has been diagnosed with prostate cancer .","lbany , aug.  joseph . bruno , the state senate majority leader , announced today that he had prostate cancer .",1,True
1635, the  5m would give ba  considerable return on the   it originally paid the government for the aircraft . ,the  5m gives ba  considerable return on the   they originally paid for concorde .,1,False
1636,"there is only one drug on the market for macular degeneration , and it is approved to treat only one subtype that represents  minority of cases .","there is only one drug on the market for macular degeneration , and it is approved for the treatment of one subtype representing  minority of cases .",1,True
1637,and when asked if he felt regret or guilt about the attack his answer was an adamant  no  .,"asked if he felt any regret about theoctober 12 attack , the answer was an adamant  no  .",1,True
1638,the local people say four iraqis were killed and four were injured .,witnesses said four iraqis were killed and 14 injured during the protest and clash with british forces .,0,True
1639,veteran stage and screen actor hume cronyn died of cancer sunday .,"character actor hume cronyn , 91 , died sunday at his home in connecticut .",0,True
1640,"tongue-in-cheek , it recounts incidents where the chief executive and his administration let the people of hong kong down .",chief executive tung chee-hwa doesn ' answer to the people of hong kong .,0,False
1641,"the gunman , identified as harold kilpatrick jr . , 26 , had left  note saying he  wanted to kill some people and die today . ","the gunman , 26-year-old harold kilpatrick jnr , had left  note saying he  wanted to kill some people and die today  .",1,True
1642,"several thousand 3rd infantry troops , including the 3rd brigade combat team based at fort benning in columbus , began returning last week ."," few thousand troops , most from the division ' 3rd brigade combat team based at fort benning in columbus , began returning last week , with flights continuing through friday .",0,True
1643,"the new department is charged with patrolling borders , analyzing .. intelligence , responding to emergencies and guarding against terrorism , among other tasks .","they patrol borders , analyze .. intelligence , respond to emergencies and guard against terrorism , among other tasks .",1,True
1644,"the broadside came during the recording saturday night of  christmas concert attended by top vatican cardinals , bishops and many elite of italian society , witnesses said .","the announcement was made during the recording of  christmas concert attended by top vatican cardinals , bishops , and many elite from italian society , witnesses said .",1,True
1645,"so in his state of the union address in january , bush declared that the british government  has learned that saddam hussein recently sought significant quantities of uranium from africa . ","in his jan. 28 state of the union message , bush said ,  the british government has learned that saddam hussein recently sought significant quantities of uranium from africa . ",1,True
1646,"several witnesses have told the court bashir heads ji , accused of seeking to create an islamic state in the region ."," number of witnesses have told the court bashir heads jemaah islamiah , accused of wanting an islamic state in the region .",1,True
1647,people who once thought their blood pressure was fine actually may be well on their way to hypertension under new .. guidelines published on wednesday .,"people who once thought their blood pressure was fine actually need to start exercising and eating better , according to new .. guidelines published on wednesday .",0,True
1648," 32-count indictment  strikes at one of the very top targets in the drug trafficking world ,  .. attorney marcos jimenez said .","the newly unsealed 32-count indictment alleges money laundering and conspiracy and  strikes at one of the very top targets in the drug-trafficking world ,  jiménez said .",0,True
1649,the jury also found gonzales guilty of using excessive force by dousing olvera-carrera with pepper spray .,gonzales was found guilty of using excessive force by spraying olvera with pepper spray .,1,False
1650,"the council includes 13 shiites , five kurds , five sunnis , one christian and one turkoman .","there are five ethnic kurds , five sunni muslims ,  christian and  turkoman .",1,True
1651,"oran smith , president of the palmetto family council , said the assassination marked the end of america ' innocence .","oran smith , president of the palmetto family council , said the assassination marked the end of america ’  innocence , giving way to the if-it-feels-good-do-it 1960s and ’ 70s .",0,palmetto
1652,"yee is  1990 graduate of the .. military academy at west point , new york .",yee grew up in the united states and graduated from the .. military academy at west point .,0,True
1653,"militias also attacked local united nations offices and , according to  united nations spokesman , have fired into crowds seeking shelter near the airport in bunia .","militias also attacked local .. offices and , according to  .. spokesman , had fired into crowds seeking shelter near the airport in bunia .",1,False
1654,"kroger co . , which owns ralphs , and albertsons inc. bargain jointly with safeway and locked out their union workers the next day .","in  show of corporate solidarity , kroger co . , which owns ralphs , and albertson inc. locked out their workers the next morning .",0,False
1655,"when ex-mepham head coach kevin mcelroy walked into the court to testify , some of the victims ' supporters turned their backs on him .","when varsity coach kevin mcelroy walked into the courthouse with his attorney , the crowd turned their backs on him .",1,False
1656,"the dow jones industrial average .dji ended up 56.79 points , or .67 percent , at ,588.36  its highest level since january 17 .","the dow jones industrial average ( $ dj : news , chart , profile ) rose 56 points , or . percent , to ,588 .",0,True
1657,"suvs parked on residential streets in monrovia were tagged with  elf  and other slogans , and another was set ablaze in front of  house , sgt. tom wright said .","several suvs parked on residential streets in monrovia were tagged with ``elf ' ' and other slogans , said sgt. tom wright .",0,True
1658,"the number of public wifi hot spots will grow from the current 50,000 to 85,000 by the end of 2004 , idc said .","wi-fi will continue to grow : the number of public wi-fi hot spots will grow from the current 50,000 , to 85,000 by the end of the year , idc said .",1,True
1659,the launch marks the start of  new golden age in mars exploration .,the launch marks the start of  race to find life on another planet .,1,True
1660,the family owns cheetahs strip clubs here and in las vegas .,the searches were conducted simultaneously with raids on strip clubs in san diego and las vegas .,0,False
1661,brendsel and chief financial officer vaughn clarke resigned june  .,the company ' chief executive retired and chief financial officer resigned .,1,False
1662,among those awaiting schwarzenegger ' decision was former los angeles mayor richard riordan .," no-go from schwarzenegger would clear the track for another republican , former los angeles mayor richard riordan .",0,False
1663,"as  precaution , nasa instructed space station astronauts to periodically seek shelter from the storm ' effects in the station ' russian module .",but nasa has instructed space station astronauts to periodically seek shelter from the storm ' effects .,1,nas
1664,national city shares were down 15 cents to $ 32.43 on the new york stock exchange .,"national city ' stock ended the day at $ 32.58 , up  cents , in trading on the new york stock exchange .",0,False
1665,entrenched interests are positioning themselves to control the network ' chokepoints and they are lobbying the fcc to aid and abet them .,it may be dying because entrenched interests are positioning themselves to control the internet ' choke-points and they are lobbying the fcc to aid and abet them . ,0,entrenched interests
1666,"the village last said sorry in 1993 , when it presented the methodist church of fiji with baker ' boots - which cannibals had tried unsuccessfully to cook and eat .","in 1993 , villagers presented the methodist church of fiji with baker ' boots — which cannibals tried unsuccessfully to cook and eat .",1,village last said sorry
1667,"  came basically to washington to establish relationships and to make sure that we are getting more federal money to california ,  schwarzenegger said after meeting with congressional republicans .","  came to washington basically to establish relationships and make sure we are getting more federal money ,  schwarzenegger said after one meeting .",1,True
1668,"southwest said its traffic was up . percent in the quarter , and it ended the quarter with $ . billion in cash .",southwest said its traffic was up . percent in the quarter on  capacity increase of . percent .,0,True
1669,"the vulnerability affects an interface with rpc that deals with message exchange over tcp / ip port 135 , according to microsoft .","the security hole was detected into the section of rpc that deals with message exchange over tcp / ip , microsoft explained .",1,True
1670,"smith , 59 , is charged with fraud for allegedly filing false reports to fbi headquarters about leung ' reliability and with gross negligence for allegedly allowing her access to classified materials .","smith , 59 , is charged with filing false reports to fbi headquarters about leung ' reliability and allowing her access to classified materials .",1,False
1671,the proportion of people covered by employers dropped from 62. percent in 2001 to 61. percent last year .,"the proportion of americans with insurance from employers declined to 61. percent , from 62. percent in 2001 and 63. percent in 2000 .",0,True
1672,"miss stewart is being prosecuted not because of who she is but what she did ,  mr comey continued ."," martha stewart is being prosecuted not because of who she is but because of what she did ,  he said .",1,True
1673,the compact disc could be history within five years after scientists invented  replacement the size of  fingertip .,compact discs could be history within five years after scientists made  fingertip-sized replacement .,1,True
1674,authorities questioned  'dell in pennsylvania over the weekend after identifying her through records at the self-storage company .,authorities interviewed  'dell in pennsylvania over the weekend after identifying her through records at customer storage rentals .,1,authorities interviewed '
1675,the delay comes on the heels of boeing chairman phil condit ' resignation monday .,"on monday , it also announced the resignation of chairman and chief executive officer phil condit .",0,False
1676,fighting erupted after four north korean journalists confronted  dozen south korean activists protesting human rights abuses in the north outside the main media centre .,trouble flared when at least four north korean reporters rushed from the taegu media centre to confront  dozen activists protesting against human rights abuses in the north .,1,False
1677,"galloway township , .. annika sorenstam drew the crowds , michelle wie got the publicity but angela stanford took her first lpga victory .","galloway township , .. > > annika sorenstam and michelle wie drew the crowds , but angela stanford took her first lpga victory .",1,False
1678,"founders of the group are matsushita electric , sony , hitachi , nec , royal philips electronics , samsung , sharp and toshiba .","celf ' founding members are hitachi , matsushita , nec , philips , samsung , sharp , sony , and toshiba .",1,False
1679,"global crossing wants documents related to the regulatory-approval process and information on xo employee carl griver , who used to work for global crossing .","global crossing wants documents related to the regulatory-approval process and information on xo chief executive carl . grivner , who used to be global crossing & apos ;  chief operating officer .",1,True
